 Flight Number,Departure Delay,Arrival Delay,Airline,Origin Airport,Destination Airport,Distance,Flight Date,Delay Ratio
281,NA,2, NA,JFK,MCO,865,2013-05-23 07:00:00,-0.4
1109,-5,-5,DL,LGA,TPA,999,2013-06-05 08:00:00,1
411,0,0,VX,JFK,LAX,2455,2013-05-09 13:00:00,NaN
2279,0,-11,AA,LGA,MIA,1009,2013-11-05 07:00:00,-Inf
404,9,12,UA,EWR,IAH,1371,2013-09-16 17:00:00,1.33333333333333
4172,-7,-13,MQ,JFK,CLE,471,2013-03-04 14:00:00,1.85714285714286
3310,93,101,9E ,JFK,MCI,1071,2013-07-23 17:00:00,1.08602150537634
3611,-4,1,MQ,EWR,ORD,623,2013-06-12 10:00:00,-0.25
1507,-9,-23, US,EWR,CLT,455,2013-01-29 06:00:00,2.55555555555556
2139,1,-19,DL,LGA,MIA,1171,2013-04-06 17:00:00,-19
3264,NA,NA,EV,EWR,PVD,67,2013-11-29 22:00:00,2.66666666666667
2343,0,12,DL,EWR,ATL,812,2013-09-24 10:00:00,Inf
251,5,31,VX,JFK,LAS,2232,2013-06-13 09:00:00,6.2
434,-1,-32,DL,JFK,SFO,2559,2013-11-21 17:00:00,32
1519,-3,-16,UA,EWR,STT,1575,2013-01-21 09:00:00,5.33333333333333
1016,-3,-3,B6,JFK,BOS,151,2013-02-15 18:00:00,1
1802,38,13, US,JFK,CLT,546,2013-10-16 13:00:00,0.342105263157895
926,3,6,DL ,EWR,ATL,686,2013-02-13 18:00:00,2
1290,25,14,UA,EWR,CLE,449,2013-08-13 14:00:00,0.56
3521,-4,12,9E,JFK,ORD,695,2013-08-09 08:00:00,-3
1367,NA,-24,NA,JFK,SAT,NA,2013-03-16 16:00:00,-24
1169,1,-7,UA,EWR,IAH,1425,2013-08-03 12:00:00,-7
1273,-4,-17,B6,JFK,CHS,647,2013-09-08 07:00:00,4.25
1433,23,37,DL,LGA,RSW,1147,2013-03-17 19:00:00,1.60869565217391
1403,-6,1, B6,JFK,SJU,1551,2013-07-26 06:00:00,-0.166666666666667
739,6,NA,B6,JFK,PSE,1695,2013-03-08 23:00:00,-1.5
696,-6,-16,UA,LGA,DEN,1541,2013-05-26 08:00:00,2.66666666666667
4423,66,58,MQ,JFK,RDU,500,2013-05-30 19:00:00,0.878787878787879
3965,-3,-25,9E ,LGA,MHT,212,2013-05-19 19:00:00,8.33333333333333
407,0,16,US,JFK,PHX,2089,2013-12-17 10:00:00,Inf
3363,NA,-16,MQ,JFK,RDU,345,2013-09-12 07:00:00,4
5168,-5,-26,EV,LGA,GSO,436,2013-04-08 19:00:00,5.2
3355,-8,-10, MQ,LGA,BNA,685,2013-08-06 08:00:00,1.25
3355,-6,3,MQ,LGA,BNA,727,2013-06-12 08:00:00,-0.5
4298,1,10,EV,EWR,SDF,557,2013-04-20 09:00:00,10
4514,19,36,EV,EWR,ATL,791,2013-05-28 19:00:00,1.89473684210526
2,-3,6,B6,JFK,BUF,228,2013-05-09 06:00:00,-2
139,-3,-15,B6,JFK,RSW,1152,2013-01-15 16:00:00,5
71,-2,-3,B6,JFK,SLC,2011,2013-11-20 19:00:00,1.5
2302,12,19,B6 ,JFK,BUF,260,2013-07-19 16:00:00,1.58333333333333
517,NA,NA, NA,EWR,MCO,859,2013-06-13 06:00:00,7.5
450,-13,-55,UA,EWR,DFW,1434,2013-11-13 08:00:00,4.23076923076923
983,-9,1,B6,LGA,TPA,929,2013-01-05 07:00:00,-0.111111111111111
3547,-9,-24,MQ,LGA,XNA,1241,2013-09-26 07:00:00,2.66666666666667
127,-3,-24,DL,JFK,LAX,2411,2013-05-13 14:00:00,8
1152,12,4,UA,EWR,DEN,NA,2013-02-23 08:00:00,0.333333333333333
1731,13,1,WN,LGA,MDW,823,2013-05-15 20:00:00,0.0769230769230769
1816,12,10,B6,JFK,SYR,250,2013-08-03 22:00:00,0.833333333333333
155,-5,-19, B6,JFK,MCO,998,2013-02-07 19:00:00,3.8
5079,28,13,EV,LGA,JAX,804,2013-03-06 08:00:00,0.464285714285714
801,NA,-15,B6 ,JFK,FLL,1101,2013-03-04 20:00:00,1.5
1147,NA,NA,DL,LGA,ATL,776,2013-03-06 20:00:00,NA
629,0,-13,B6,JFK,HOU,1360,2013-01-23 20:00:00,-Inf
4204,-1,-4,EV,EWR,OKC,1265,2013-03-11 19:00:00,4
3318,36,26,9E,JFK,BUF,267,2013-02-10 14:00:00,0.722222222222222
843,9,NA,DL,JFK,ATL,842,2013-06-28 16:00:00,2.44444444444444
117,-4,-22, AA,JFK,LAX,2518,2013-08-26 13:00:00,5.5
2006,-5,-20,DL,LGA,MSY,1249,2013-03-30 10:00:00,4
2019,-3,11,AA,LGA,STL,790,2013-05-22 17:00:00,-3.66666666666667
1174,-10,-19,B6,EWR,BOS,227,2013-01-07 12:00:00,1.9
1516,NA,-22,NA,JFK,SYR,184,2013-08-18 17:00:00,3.66666666666667
43,54,32,B6 ,JFK,MCO,916,2013-05-27 20:00:00,0.592592592592593
537,-11,-19,B6,EWR,TPA,941,2013-04-16 15:00:00,1.72727272727273
119,-2,-13,AA,EWR,LAX,2399,2013-06-17 18:00:00,6.5
3611,-3,-7, 9E,JFK,PIT,390,2013-10-31 07:00:00,2.33333333333333
2147,-6,-9,AA,EWR,MIA,1138,2013-08-15 11:00:00,1.5
354,-1,-2,FL,LGA,CAK,394,2013-02-22 20:00:00,2
1472,21,-10,UA,EWR,PBI,964,2013-08-25 21:00:00,-0.476190476190476
4682,-3,-20,EV,EWR,PIT,376,2013-11-19 12:00:00,6.66666666666667
3285,63,120,9E,JFK,DTW,591,2013-06-07 18:00:00,1.9047619047619
841,NA,NA,UA,JFK,LAX,NA,2013-09-04 14:00:00,-6
23,0,-49,VX,JFK,SFO,2629,2013-05-20 10:00:00,-Inf
618,-6,-12, B6 ,JFK,PWM,302,2013-05-02 17:00:00,2
1695,9,-14,UA,EWR,IAH,1334,2013-12-04 15:00:00,-1.55555555555556
383,-6,2,B6,JFK,MCO,848,2013-11-02 12:00:00,-0.333333333333333
2039,-8,-8,US,EWR,CLT,547,2013-08-29 18:00:00,1
4153,2,-14,EV,EWR,CLT,555,2013-03-21 19:00:00,-7
3134,NA,NA,MQ,EWR,ORD,719,2013-06-13 18:00:00,NA
745,8,18,UA,LGA,DEN,1563,2013-07-25 15:00:00,2.25
1978,-2,3,US,JFK,CLT,589,2013-10-08 12:00:00,-1.5
4579,NA,66, NA,LGA,CLT,507,2013-02-04 15:00:00,1.22222222222222
1231,-2,0,DL,LGA,DTW,495,2013-02-28 14:00:00,0
1277,-8,13,US,LGA,CLT,566,2013-04-06 09:00:00,-1.625
1277,-6,-7,US ,LGA,CLT,447,2013-05-28 09:00:00,1.16666666666667
472,8,-8,UA,LGA,IAH,1450,2013-12-22 08:00:00,-1
443,73,NA,AA,JFK,MIA,1039,2013-06-29 07:00:00,0.821917808219178
1345,-5,-42,DL,JFK,PHX,2131,2013-01-30 19:00:00,8.4
1073,9,-13,AA,LGA,MIA,1130,2013-01-25 13:00:00,-1.44444444444444
4667,NA,NA, EV,EWR,MSP,1001,2013-06-28 15:00:00,NA
3523,10,-4,9E,JFK,ORD,715,2013-08-27 15:00:00,-0.4
2044,NA,-22,DL,JFK,DTW,598,2013-09-19 18:00:00,22
5268,-5,-32,EV,LGA,CLT,448,2013-09-17 18:00:00,6.4
604,1,14,US,EWR,PHX,2102,2013-12-12 10:00:00,14
177,15,22,AA,JFK,SFO,2561,2013-03-20 17:00:00,1.46666666666667
252,-2,-14,UA ,EWR,BOS,203,2013-12-12 12:00:00,7
1879,-4,-10,DL,LGA,FLL,NA,2013-08-15 07:00:00,2.5
1164,-4,-24, DL,JFK,BOS,189,2013-08-20 14:00:00,6
269,2,-3,DL,JFK,MIA,1038,2013-04-13 08:00:00,-1.5
3660,-4,-3,MQ,LGA,BNA,744,2013-08-04 21:00:00,0.75
4406,26,97,MQ,JFK,RDU,339,2013-04-13 08:00:00,3.73076923076923
4299,NA,NA,NA,EWR,GSP,620,2013-04-13 16:00:00,-3.66666666666667
1435,-7,-31,DL,LGA,TPA,924,2013-08-07 19:00:00,4.42857142857143
179,4,-7,AA,JFK,SFO,2661,2013-07-07 10:00:00,-1.75
1107,-3,9,AA,LGA,DFW,1352,2013-10-20 07:00:00,-3
4949,-7,-27, EV,LGA,GSO,540,2013-07-27 16:00:00,3.85714285714286
2261,21,3,WN ,EWR,PHX,2079,2013-06-20 13:00:00,0.142857142857143
375,-3,14,B6,LGA,FLL,1084,2013-04-06 09:00:00,-4.66666666666667
133,-3,0,AA,JFK,LAX,2404,2013-02-21 15:00:00,0
66,25,18,B6,JFK,BUF,321,2013-02-26 13:00:00,0.72
1641,3,-3,UA,EWR,MCO,977,2013-01-31 12:00:00,-1
216,NA,10,WN,EWR,MDW,705,2013-02-06 17:00:00,Inf
2052,-7,-14,US,EWR,CLT,573,2013-12-03 06:00:00,2
4166,-1,11, EV,EWR,GSP,547,2013-11-27 07:00:00,-11
1129,-7,-7,B6,JFK,RSW,1006,2013-12-07 12:00:00,1
3822,-8,-14,EV,EWR,CMH,435,2013-02-18 17:00:00,1.75
4993,-3,NA,EV,LGA,PIT,350,2013-12-10 06:00:00,3.66666666666667
215,-1,10,B6 ,EWR,SJU,1602,2013-04-13 07:00:00,-10
2231,297,296,DL,LGA,DTW,583,2013-11-26 16:00:00,0.996632996632997
24,-2,-14,B6,JFK,BTV,326,2013-04-30 11:00:00,7
387,15,21,UA,EWR,LAX,2440,2013-03-17 06:00:00,1.4
1,NA,-13, NA,JFK,FLL,NA,2013-11-24 10:00:00,13
3525,19,-5,9E,LGA,SYR,280,2013-09-19 22:00:00,-0.263157894736842
5181,136,121,EV,EWR,ATL,820,2013-04-23 19:00:00,0.889705882352941
325,-4,2,AA,LGA,ORD,761,2013-08-14 10:00:00,-0.5
1429,-4,-14,DL,JFK,LAS,2314,2013-09-24 08:00:00,3.5
165,3,16,B6,JFK,PDX,2544,2013-06-17 20:00:00,5.33333333333333
4333,12,31,MQ,JFK,PIT,273,2013-06-03 15:00:00,2.58333333333333
4610,-3,-1,MQ ,LGA,ATL,845,2013-02-01 08:00:00,0.333333333333333
5067,138,115, EV,EWR,DTW,507,2013-09-28 12:00:00,0.833333333333333
5963,-3,4,EV,EWR,RDU,500,2013-09-16 07:00:00,-1.33333333333333
51,NA,NA,HA,JFK,HNL,4941,2013-12-04 09:00:00,-5.33333333333333
220,-6,-4,UA,EWR,IAH,1443,2013-06-12 21:00:00,0.666666666666667
5079,77,120,EV,LGA,MEM,889,2013-12-08 19:00:00,1.55844155844156
4264,0,-8,EV,EWR,BTV,345,2013-01-12 11:00:00,-Inf
1903,78,97,DL,LGA,SRQ,1144,2013-02-08 10:00:00,1.24358974358974
927,-4,-16,B6,EWR,MCO,944,2013-12-28 14:00:00,4
1087,2,-21, UA,EWR,MCO,867,2013-07-07 15:00:00,-10.5
2065,6,-15,DL,JFK,FLL,1016,2013-06-15 21:00:00,-2.5
1647,-8,-30,DL ,LGA,ATL,691,2013-06-22 11:00:00,3.75
1695,26,23,DL,LGA,TPA,1023,2013-02-12 15:00:00,0.884615384615385
2927,NA,NA,NA,JFK,ORD,643,2013-12-14 15:00:00,NA
391,-6,1,B6,LGA,MCO,931,2013-06-12 17:00:00,-0.166666666666667
2020,-5,3,WN,EWR,HOU,1330,2013-02-23 13:00:00,-0.6
503,0,-30,DL,JFK,SAN,2450,2013-01-18 17:00:00,-Inf
1077,-3,-8, UA,EWR,MIA,1002,2013-03-18 06:00:00,2.66666666666667
32,-1,NA,B6,JFK,ROC,NA,2013-02-28 13:00:00,12
3854,16,14,EV,EWR,SDF,664,2013-05-28 21:00:00,0.875
95,11,-40,DL,JFK,LAX,2439,2013-08-28 15:00:00,-3.63636363636364
1296,15,7,UA,EWR,SFO,2474,2013-11-01 14:00:00,0.466666666666667
3419,3,-4,MQ ,LGA,ATL,721,2013-12-24 08:00:00,-1.33333333333333
4264,NA,-21,EV,EWR,ALB,136,2013-09-09 21:00:00,2.625
3374,46,51,MQ,JFK,RDU,456,2013-10-13 19:00:00,1.10869565217391
2189,-6,-24, US,LGA,DCA,236,2013-11-18 17:00:00,4
1410,7,7,UA,LGA,IAH,1498,2013-03-10 08:00:00,1
4202,-10,-20,EV,EWR,STL,911,2013-12-04 17:00:00,2
3488,54,42,9E,LGA,MCI,1180,2013-11-12 15:00:00,0.777777777777778
1429,-3,-4,DL,JFK,LAS,2276,2013-02-08 08:00:00,1.33333333333333
1111,-5,-26,AA,LGA,DFW,1463,2013-12-01 07:00:00,5.2
2702,-11,3,B6,JFK,BUF,211,2013-09-26 08:00:00,-0.272727272727273
2285,-6,-22,DL,LGA,MCO,978,2013-07-07 07:00:00,3.66666666666667
5714,NA,NA, NA ,JFK,IAD,240,2013-05-01 19:00:00,0.333333333333333
1835,43,30,WN,EWR,PHX,2141,2013-12-22 13:00:00,0.697674418604651
3885,64,83,9E,JFK,PHL,40,2013-02-23 16:00:00,1.296875
2902,-4,-12,9E,JFK,BOS,115,2013-11-07 12:00:00,3
1160,-11,-13,AA,LGA,MIA,1111,2013-12-30 09:00:00,1.18181818181818
1109,-3,-18,DL,LGA,TPA,1060,2013-11-30 08:00:00,6
517,-5,-11,DL,EWR,MSP,944,2013-12-16 08:00:00,2.2
885,0,-9,B6,JFK,RDU,447,2013-08-29 08:00:00,-Inf
4323,21,35, EV,EWR,CVG,623,2013-02-07 17:00:00,1.66666666666667
187,-10,-24,VX,EWR,SFO,2583,2013-07-27 10:00:00,2.4
708,NA,20,UA,EWR,ORD,NA,2013-12-01 16:00:00,0.769230769230769
4576,-1,-20,EV ,EWR,GRR,661,2013-09-24 16:00:00,20
3697,NA,NA,MQ,EWR,ORD,664,2013-04-19 11:00:00,NA
2042,13,25,DL,EWR,ATL,844,2013-04-28 17:00:00,1.92307692307692
4350,2,26,EV,EWR,DCA,217,2013-03-31 21:00:00,13
1708,11,NA,WN,LGA,MDW,746,2013-08-21 06:00:00,0.545454545454545
523,-2,-12, B6,EWR,MCO,911,2013-06-04 11:00:00,6
1584,-6,-30,DL,EWR,MSP,1025,2013-06-02 11:00:00,5
785,-8,-20,AA,LGA,DFW,1439,2013-03-25 17:00:00,2.5
1444,-2,0,UA,EWR,ORD,746,2013-08-08 06:00:00,0
2223,NA,-23,NA,LGA,STL,974,2013-08-20 15:00:00,7.66666666666667
5712,102,92,EV,JFK,IAD,218,2013-10-04 14:00:00,0.901960784313726
315,-4,-39,DL ,JFK,SJU,1589,2013-10-04 06:00:00,9.75
543,46,41,B6,EWR,PBI,964,2013-12-08 18:00:00,0.891304347826087
2923,-6,-30, 9E,JFK,MSP,1108,2013-12-25 18:00:00,5
4091,-5,-20,9E,JFK,BWI,229,2013-02-13 19:00:00,4
5716,-3,-13,EV,JFK,IAD,287,2013-03-26 06:00:00,4.33333333333333
315,11,20,UA,EWR,MCO,853,2013-01-03 15:00:00,1.81818181818182
2181,-7,9,US,LGA,DCA,115,2013-01-07 16:00:00,-1.28571428571429
921,-1,-11,UA,EWR,IAH,1408,2013-03-11 16:00:00,11
3846,NA,NA,9E,JFK,ORF,287,2013-10-25 14:00:00,1.11538461538462
1455,NA,NA,UA,EWR,LAX,2380,2013-12-31 07:00:00,NA
3830,88,95, EV,EWR,RIC,358,2013-08-01 20:00:00,1.07954545454545
135,-2,-2,B6 ,JFK,PHX,2183,2013-12-11 17:00:00,1
1705,3,-27,DL,LGA,MSY,1088,2013-08-26 15:00:00,-9
1605,22,-10,UA,EWR,LAS,NA,2013-05-31 11:00:00,-0.454545454545455
3134,0,-14,MQ,EWR,ORD,747,2013-06-16 18:00:00,-Inf
3769,-8,-17,9E,EWR,CVG,658,2013-09-06 07:00:00,2.125
3363,-7,7,MQ,JFK,RDU,447,2013-06-30 08:00:00,-1
321,52,36,AA,LGA,ORD,777,2013-04-06 10:00:00,0.692307692307692
1119,NA,-20, NA,JFK,CLT,525,2013-08-26 17:00:00,-10
3821,-2,-1,EV,EWR,RDU,460,2013-05-13 06:00:00,0.5
201,17,-6,B6,JFK,FLL,1123,2013-09-30 19:00:00,-0.352941176470588
169,224,217,VX,EWR,LAX,2450,2013-07-22 18:00:00,0.96875
1637,13,47,UA ,EWR,TPA,962,2013-07-28 14:00:00,3.61538461538462
1949,-4,NA,AA,JFK,LAS,2234,2013-07-21 07:00:00,-0.25
4687,109,135,EV,EWR,CVG,658,2013-05-23 13:00:00,1.23853211009174
544,-6,-28,UA,LGA,ORD,707,2013-06-10 10:00:00,4.66666666666667
3817,1,20, EV,EWR,JAX,816,2013-02-13 15:00:00,20
619,-1,27,UA,LGA,ORD,742,2013-05-10 12:00:00,-27
5273,NA,41,EV,LGA,PIT,372,2013-07-18 11:00:00,0.672131147540984
852,-9,-16,UA,EWR,IAH,1495,2013-03-26 21:00:00,1.77777777777778
259,1,-5,UA,EWR,SAN,2463,2013-08-10 09:00:00,-5
1665,-6,-31,UA,EWR,LAX,2404,2013-09-10 07:00:00,5.16666666666667
4407,-9,-37,EV,EWR,MSP,1098,2013-05-05 09:00:00,4.11111111111111
1130,-1,-1,WN ,EWR,STL,943,2013-07-27 07:00:00,1
87,-5,-8, B6,JFK,SLC,1998,2013-01-29 19:00:00,1.6
295,-1,-26,UA,EWR,DEN,1535,2013-05-13 06:00:00,26
1101,-2,-6,B6,JFK,FLL,1088,2013-04-01 09:00:00,3
4445,7,-7,EV,EWR,IND,644,2013-05-05 09:00:00,-1
4552,NA,NA,NA,EWR,GSO,NA,2013-12-31 15:00:00,-2.9
2019,-5,-47,DL,LGA,MSP,997,2013-03-11 18:00:00,9.4
2047,-2,-4,DL,LGA,ATL,761,2013-08-14 07:00:00,2
183,6,-40,VX,EWR,SFO,2593,2013-04-29 07:00:00,-6.66666666666667
1711,10,-11, UA,EWR,IAH,1333,2013-07-10 08:00:00,-1.1
1729,-2,-28,DL,JFK,LAS,2229,2013-03-07 20:00:00,14
2331,-7,-21,DL ,LGA,DTW,594,2013-04-03 17:00:00,3
2331,-1,-15,DL,LGA,DTW,548,2013-10-24 18:00:00,15
155,-9,-39,B6,JFK,MCO,900,2013-05-18 19:00:00,4.33333333333333
1157,-9,-5,DL,EWR,MSP,1101,2013-09-09 08:00:00,0.555555555555556
4570,NA,-16,EV,EWR,GRR,591,2013-09-09 20:00:00,-8
1734,-4,3,B6,JFK,BTV,187,2013-08-27 15:00:00,-0.75
1643,7,38, UA,EWR,DEN,1659,2013-04-23 09:00:00,5.42857142857143
222,-6,-25,UA,EWR,RSW,972,2013-09-30 14:00:00,4.16666666666667
2122,-5,-9,US,LGA,BOS,260,2013-06-24 10:00:00,1.8
1275,-5,NA,B6,JFK,CHS,636,2013-06-12 14:00:00,5.2
4508,3,-16,EV,EWR,ROC,310,2013-07-20 16:00:00,-5.33333333333333
778,10,21,FL ,LGA,ATL,693,2013-07-14 18:00:00,2.1
502,-4,-2,DL,EWR,ATL,736,2013-10-03 09:00:00,0.5
4569,15,6,MQ,LGA,RDU,494,2013-03-28 19:00:00,0.4
213,NA,56, NA,JFK,LGB,2388,2013-08-06 13:00:00,0.823529411764706
2454,-1,16,DL,JFK,DEN,1714,2013-11-23 19:00:00,-16
281,-5,-7,B6,JFK,HOU,1509,2013-06-24 08:00:00,1.4
5038,105,92,EV,LGA,BHM,882,2013-01-22 18:00:00,0.876190476190476
5015,185,172,EV,LGA,IND,700,2013-12-23 15:00:00,0.92972972972973
675,-3,-10,B6,JFK,MSY,NA,2013-08-08 06:00:00,3.33333333333333
4573,29,17,MQ,LGA,DTW,504,2013-02-05 20:00:00,0.586206896551724
4426,-10,-3,MQ,LGA,CMH,443,2013-01-23 13:00:00,0.3
269,-3,-14, UA ,LGA,ORD,730,2013-02-20 15:00:00,4.66666666666667
1053,1,-14,B6,JFK,PIT,435,2013-02-08 15:00:00,-14
1143,NA,NA,UA,EWR,PBI,1040,2013-10-06 09:00:00,-4
3374,-6,-11,MQ,JFK,RDU,471,2013-10-21 19:00:00,1.83333333333333
3535,60,45,MQ,JFK,CMH,580,2013-07-11 19:00:00,0.75
635,9,7,UA,EWR,ORD,783,2013-11-09 17:00:00,0.777777777777778
1895,-3,37,AA,EWR,MIA,987,2013-04-20 06:00:00,-12.3333333333333
1593,-3,13,UA,EWR,MCO,891,2013-06-15 15:00:00,-4.33333333333333
486,-6,-11, B6,JFK,ROC,293,2013-08-20 22:00:00,1.83333333333333
1516,-1,88,B6,JFK,SYR,147,2013-07-28 17:00:00,-88
1232,9,2,UA,EWR,IAH,1466,2013-11-15 14:00:00,0.222222222222222
4382,NA,NA,EV ,EWR,DTW,518,2013-02-06 17:00:00,NA
1579,NA,0,NA,EWR,MIA,1120,2013-01-26 14:00:00,0
1942,-7,-8,DL,EWR,ATL,803,2013-11-06 15:00:00,1.14285714285714
4622,-6,6,MQ,LGA,BNA,711,2013-02-13 16:00:00,-1
3697,-3,-26,MQ,EWR,ORD,728,2013-03-21 12:00:00,8.66666666666667
4323,NA,NA, MQ,JFK,ORF,243,2013-05-08 17:00:00,NA
359,1,NA,B6,JFK,BUR,2537,2013-01-22 16:00:00,-8
5208,NA,NA,EV,LGA,RIC,358,2013-12-05 10:00:00,NA
1407,1,-4,B6,JFK,IAD,150,2013-11-21 17:00:00,-4
3815,119,121,EV,EWR,GSO,534,2013-02-01 08:00:00,1.01680672268908
1109,0,17,UA,EWR,MCO,1005,2013-01-17 17:00:00,Inf
7,NA,59,AS ,EWR,SEA,NA,2013-01-22 18:00:00,-9.83333333333333
3359,-6,-2,MQ,JFK,RDU,488,2013-11-20 14:00:00,0.333333333333333
3410,-1,7, 9E,EWR,DTW,473,2013-12-20 12:00:00,-7
381,26,37,WN,LGA,MKE,689,2013-09-16 19:00:00,1.42307692307692
1572,7,-7,UA,EWR,ORD,736,2013-11-07 15:00:00,-1
715,-2,-7,B6,JFK,SJU,1547,2013-05-13 06:00:00,3.5
509,-5,-7,F9,LGA,DEN,1554,2013-11-17 08:00:00,1.4
345,-2,-18,FL,LGA,ATL,749,2013-10-01 06:00:00,9
2191,108,106,US,LGA,DCA,303,2013-06-26 21:00:00,0.981481481481482
759,-3,-6,AA,LGA,DFW,1384,2013-01-07 15:00:00,2
4691,NA,NA, NA,EWR,DAY,529,2013-05-16 08:00:00,-2.25
608,-2,-22,UA ,EWR,TPA,1072,2013-12-28 21:00:00,11
3638,-6,33,9E,JFK,PHL,166,2013-04-30 13:00:00,-5.5
1695,-1,-20,UA,EWR,IAH,1454,2013-11-24 15:00:00,20
544,-7,-43,UA,LGA,ORD,644,2013-06-08 09:00:00,6.14285714285714
217,-2,-1,B6,JFK,LGB,2479,2013-05-26 18:00:00,0.5
3216,-1,29,MQ,JFK,ORF,240,2013-07-17 17:00:00,-29
530,-2,2,WN,LGA,MDW,805,2013-01-21 21:00:00,-1
843,-3,-16, DL,JFK,ATL,675,2013-10-14 15:00:00,5.33333333333333
372,-2,-15,UA,EWR,LAS,2205,2013-02-13 16:00:00,7.5
20,NA,-1,WN,LGA,HOU,1458,2013-11-07 07:00:00,1
4682,32,24,EV,EWR,GSP,532,2013-03-27 20:00:00,0.75
1299,-6,-9,UA ,EWR,RSW,1117,2013-11-20 06:00:00,1.5
1085,3,2,AA,JFK,MIA,1185,2013-12-15 09:00:00,0.666666666666667
1939,111,124,WN,EWR,DEN,1580,2013-06-30 15:00:00,1.11711711711712
4295,10,NA,EV,EWR,MCI,NA,2013-04-20 18:00:00,1
1305,9,13, B6,JFK,IAD,225,2013-03-18 06:00:00,1.44444444444444
4576,-4,19,MQ,LGA,CLT,482,2013-06-04 06:00:00,-4.75
3719,-3,-8,9E,JFK,BWI,117,2013-06-29 14:00:00,2.66666666666667
4423,-5,-16,MQ,JFK,RDU,434,2013-03-26 19:00:00,3.2
1668,NA,57,NA,EWR,SFO,2580,2013-08-13 06:00:00,19
208,-8,-28,UA,EWR,SEA,2376,2013-10-09 19:00:00,3.5
2047,-5,-9,DL,LGA,ATL,723,2013-01-04 07:00:00,1.8
419,92,80,DL ,JFK,SEA,2410,2013-12-15 15:00:00,0.869565217391304
3411,122,108, MQ,LGA,RDU,333,2013-06-17 16:00:00,0.885245901639344
1178,126,138,B6,EWR,BOS,259,2013-04-18 20:00:00,1.0952380952381
1427,-7,20,US,JFK,CLT,518,2013-04-05 10:00:00,-2.85714285714286
1421,42,23,DL,LGA,RSW,1080,2013-02-20 11:00:00,0.547619047619048
161,4,-9,VX,EWR,LAX,2403,2013-12-02 09:00:00,-2.25
3525,29,41,9E,JFK,ORD,760,2013-06-16 19:00:00,1.41379310344828
1115,NA,NA,UA,EWR,TPA,983,2013-11-06 20:00:00,-Inf
3760,-8,-13,MQ,EWR,ORD,769,2013-09-05 13:00:00,1.625
1157,-2,-10, UA,EWR,CLE,396,2013-03-29 14:00:00,5
3718,187,208,MQ,EWR,ORD,653,2013-06-26 11:00:00,1.11229946524064
1444,32,44,UA ,EWR,ORD,668,2013-06-28 16:00:00,1.375
325,19,17,AA,LGA,ORD,805,2013-11-01 10:00:00,0.894736842105263
1556,58,11,UA,EWR,SFO,2657,2013-07-14 16:00:00,0.189655172413793
161,5,-21,DL,JFK,SEA,2352,2013-07-14 14:00:00,-4.2
2163,-3,-1,US,LGA,DCA,117,2013-05-15 07:00:00,0.333333333333333
1465,-3,10,DL,JFK,SFO,2501,2013-08-03 19:00:00,-3.33333333333333
1109,NA,-20, NA,LGA,TPA,NA,2013-11-14 08:00:00,3.33333333333333
1983,3,9,WN,EWR,AUS,1465,2013-07-23 09:00:00,3
411,-4,-25,VX,JFK,LAX,2491,2013-08-20 13:00:00,6.25
745,-2,-5,AA,LGA,DFW,1352,2013-01-23 12:00:00,2.5
1101,5,7,B6,JFK,FLL,975,2013-03-13 09:00:00,1.4
1635,-3,NA,AA ,JFK,SJU,1619,2013-05-08 14:00:00,-4
1485,22,22,DL,LGA,MCO,997,2013-08-15 19:00:00,1
31,-1,-19,DL,JFK,SFO,2527,2013-01-10 17:00:00,19
1139,-7,-31, AA,LGA,DFW,1438,2013-09-25 11:00:00,4.42857142857143
1128,61,32,UA,LGA,ORD,791,2013-07-24 20:00:00,0.524590163934426
1145,NA,-16,AA,LGA,DFW,1478,2013-11-14 13:00:00,2.28571428571429
537,95,109,B6,EWR,TPA,919,2013-06-13 15:00:00,1.14736842105263
4312,137,139,EV,EWR,DCA,270,2013-04-18 19:00:00,1.01459854014599
411,-1,-2,VX,JFK,LAX,2472,2013-10-13 13:00:00,2
4166,-10,-29,EV,EWR,GSP,549,2013-11-20 07:00:00,2.9
1289,-8,-2,B6,EWR,SJU,1586,2013-10-15 07:00:00,0.25
4323,-8,-25, MQ ,JFK,ORF,330,2013-03-27 17:00:00,3.125
1284,-3,NA,UA,EWR,SFO,2590,2013-07-06 12:00:00,NA
5273,33,31,EV,LGA,PIT,363,2013-05-07 11:00:00,0.93939393939394
423,-4,-30,B6,JFK,LAX,2464,2013-09-17 16:00:00,7.5
812,NA,NA,NA,EWR,LAS,2163,2013-02-07 18:00:00,4.5
45,0,-16,AA,JFK,LAS,2223,2013-12-24 17:00:00,-Inf
65,-3,-21,B6,JFK,ABQ,1837,2013-11-26 20:00:00,7
1855,-8,14,AA,LGA,STL,819,2013-07-16 11:00:00,-1.75
1473,-1,-21, DL,LGA,MEM,900,2013-03-28 16:00:00,21
3385,0,-14,9E,JFK,BOS,NA,2013-08-30 19:00:00,-Inf
5293,-9,7,EV,LGA,ORF,293,2013-11-13 16:00:00,-0.777777777777778
5894,85,73,EV ,EWR,DCA,192,2013-07-01 19:00:00,0.858823529411765
4099,4,2,EV,EWR,STL,830,2013-01-31 07:00:00,0.5
3404,-4,-5,9E,JFK,BOS,221,2013-05-22 14:00:00,1.25
