id,program.type,age,ethnicity.r,major,dal.course.code,se.1,se.2,se.3,se.4,se.5,se.6,se.7,se.8,asi.1,asi.2,asi.3,asi.4,asi.5,asi.6,asi.7,asi.8,asi.9,asi.10,asi.11,asi.12,asi.13,asi.14,asi.15,asi.16,asi.17,asi.18,pc.1,pc.2,pc.3,psp.1,psp.2,psp.3,frost.ps.1,frost.ps.2,frost.ps.3,frost.ps.4,frost.com.1,frost.com.2,frost.com.3,frost.com.4,frost.com.5,frost.da.1,frost.da.2,frost.da.3,frost.da.4,stat.anx.1,stat.anx.2,stat.anx.3,stat.anx.4,stat.anx.5,stat.anx.6,stat.anx.7,stat.anx.8,stat.anx.9,stat.anx.10,stat.anx.11,stat.anx.12,stat.anx.13,stat.anx.14,stat.anx.15,stat.anx.16,math.anx.1,math.anx.2,math.anx.3,math.anx.4,math.anx.5,math.anx.6,math.anx.7,math.anx.8,math.anx.9,faculty,stats,stats.history,gender.category,self.efficacy,asi.phys,asi.cog,asi.social,asi,perf.cog,perf.sp,frost.ps,frost.com,frost.da,stat.anx.tc,stat.anx.i,stat.anx.ah,stat.anx.ws,stat.anx.fst,stat.anx.sc,math.anx
12235497089,0,18,White,Psychology,STAT 1060; PSYO 2501,4,3,4,4,2,4,4,2,2,1,5,5,2,4,3,4,2,1,2,3,4,1,1,3,5,3,2,4,3,5,7,6,3,4,2,4,4,2,2,2,4,2,4,4,4,3,4,4,4,5,2,4,4,2,1,2,2,3,4,1,3,1,2,3,4,5,2,2,5,1,1,1,1,1,3.375,3.5,1.833333333,3.166666667,2.833333333,3,6,3.25,2.8,3.5,4,3.333333333,4,2.666666667,2,2,2.777777778
12235336550,0,21,White,Medical Science,STAT 1060,4,4,4,4,4,4,3,4,4,2,2,2,3,3,4,4,3,2,4,4,4,4,3,2,4,1,2,1,2,5,6,6,4,4,2,3,5,3,3,3,4,4,4,3,3,4,5,3,5,4,4,4,3,1,1,1,1,1,1,1,1,2,4,1,4,3,1,2,5,2,1,0,1,0,3.875,3.166666667,2.333333333,3.666666667,3.055555556,1.666666667,5.666666667,3.25,3.6,3.5,4.333333333,3.333333333,4.5,1,1,1,2.666666667
12234653601,0,18,Asian,Marine Biolohgy,,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,6,5,5,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,2,4,4,4,4,4,1,2,2,2,2,2,2,2,1,4,1,4,5,2,1,4,2,1,0,0,0,4.125,4.166666667,4.166666667,4,4.111111111,2.666666667,5.333333333,4,4,3.25,4,3.333333333,4,1.666666667,2,2,2.666666667
12234523228,0,18,White,Medical Sciences,"I have not yet, will next semester.",4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,6,6,6,5,5,4,4,5,5,5,5,4,5,5,3,4,3,3,2,4,3,2,3,2,1,2,2,2,2,2,2,2,2,3,2,4,4,2,1,3,2,1,0,0,1,4,3,3.666666667,3.5,3.388888889,3,6,4.5,4.8,4.25,3.333333333,2,3,1.666666667,2,2,2.555555556
12234343217,0,21,White,Microbiology,STAT1060,4,3,4,2,4,2,4,3,2,3,2,4,3,4,3,3,4,2,2,3,4,4,4,4,3,3,3,3,3,6,4,5,4,4,4,4,2,3,3,3,2,4,4,2,3,4,2,3,4,2,3,3,3,4,3,4,3,3,2,4,4,4,3,3,3,4,4,2,3,4,1,0,1,0,3.25,3.166666667,3.166666667,3.166666667,3.166666667,3,5,4,2.6,3.25,3.333333333,3,2.5,3.666666667,3,3.5,3.333333333
12232924841,0,21,White,neuroscience,"1060, 2501",4,3,4,4,4,4,4,4,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,4,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,0,1,0,3.875,1.166666667,1.166666667,1.666666667,1.333333333,1,2,2.25,2,2,3.666666667,3.333333333,3,2,2,2,1.444444444
12232744413,0,21,White,"Pure Mathematics and Law, Justice, and Society",STAT 2060,4,2,4,3,4,4,2,3,3,3,2,1,2,1,1,1,1,1,2,1,3,1,1,2,2,2,2,2,1,3,2,2,2,3,3,2,3,3,1,4,4,4,4,4,5,4,5,2,5,3,4,4,2,2,4,1,1,4,2,2,3,1,3,1,3,3,2,2,5,1,1,0,1,1,3.25,1.166666667,1.833333333,2,1.666666667,1.666666667,2.333333333,2.5,3,4.25,4,2.666666667,4.5,3,2.666666667,1,2.333333333
12232266923,0,19,White,Medical Science,MATH 1060,4,4,4,4,4,5,4,5,3,4,5,4,4,4,4,4,4,4,5,5,5,4,2,4,2,2,3,3,3,6,6,5,4,5,5,5,4,4,4,3,1,4,5,5,5,4,2,2,3,4,4,1,5,2,2,1,1,2,2,2,2,1,1,1,3,4,2,3,5,3,1,0,1,0,4.25,4,3.666666667,3.833333333,3.833333333,3,5.666666667,4.75,3.2,4.75,3.666666667,3.666666667,1.5,2,2,1,2.555555556
12231542652,0,20,White,Neuroscience,"SCIE 1506, PSYO 2501",3,2,3,2,4,4,3,4,2,2,2,1,1,3,3,2,3,2,1,1,3,1,1,3,3,2,1,3,3,7,7,7,4,4,2,2,3,3,3,2,4,5,5,4,4,3,4,2,3,4,3,2,4,1,2,2,2,1,4,2,1,1,3,1,3,4,2,2,4,2,1,0,1,1,3.125,1.666666667,1.833333333,2.5,2,2.333333333,7,3,3,4.5,3.333333333,3,3,1,2.666666667,2,2.444444444
12230873494,0,19,Hispanic/Latinx,Neuroscience,PSYO2501,4,4,4,4,4,3,3,3,5,5,4,3,4,2,4,4,3,2,3,4,3,3,3,4,3,3,4,3,4,7,5,6,5,5,4,4,3,4,3,2,4,3,5,3,4,5,5,5,5,5,5,5,5,3,1,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,3.625,3.666666667,3.5,3.166666667,3.444444444,3.666666667,6,4.5,3.2,3.75,5,5,5,1.666666667,1.666666667,1,5
12229487505,0,20,White,neuroscience,"STAT1060, PSYO2501",5,4,4,4,2,2,2,2,5,5,5,4,4,5,2,2,5,5,5,1,5,4,1,4,5,4,4,4,4,7,7,7,5,5,5,5,5,4,5,5,5,5,5,1,2,3,5,2,4,4,3,5,5,1,4,4,1,1,4,4,1,3,4,2,3,5,1,2,5,1,1,0,1,1,3.125,2.5,4.333333333,5,3.944444444,4,7,5,4.8,3.25,3.666666667,3.333333333,5,1,4,2.5,2.888888889
12229481378,0,20,Mixed/Other,Neuroscience,PSYO 2501,5,2,4,4,3,5,4,4,2,3,3,1,3,1,2,3,3,4,4,4,3,3,1,4,3,3,1,1,1,5,5,5,3,3,2,3,4,2,2,2,4,4,4,3,4,4,5,5,4,5,3,4,5,2,3,2,2,2,4,3,2,2,4,2,4,5,3,3,5,3,1,0,1,1,3.875,2.333333333,3.333333333,2.666666667,2.777777778,1,5,2.75,2.8,3.75,4.333333333,4.333333333,4.5,2,3.333333333,2,3.444444444
12229415812,0,23,White,neuroscience,"STAT 2080, STAT 1060, PSYO 2501 ",4,4,5,4,4,4,4,4,5,2,3,1,2,2,1,1,3,2,3,1,1,1,2,1,3,1,2,3,3,5,6,6,3,3,2,3,4,2,2,3,4,4,4,4,4,4,5,2,3,4,2,5,3,2,1,1,2,3,2,1,2,2,4,1,5,5,2,2,5,2,1,1,1,1,4.125,1.5,1.5,2.833333333,1.944444444,2.666666667,5.666666667,2.75,3,4,3.666666667,2.333333333,5,2.333333333,1.333333333,1.5,3.111111111
12228727451,0,19,White,Neuroscience ,Psyo 2501,3,3,4,4,3,4,4,3,2,3,2,1,2,3,2,1,2,3,1,1,2,2,1,3,2,1,2,2,1,5,5,4,3,3,4,2,4,2,2,3,4,4,4,2,3,4,5,4,4,2,3,5,3,2,2,3,3,2,4,3,2,2,3,2,3,5,2,3,4,2,1,1,1,1,3.5,1.333333333,2.333333333,2,1.888888889,1.666666667,4.666666667,3,3,3.25,3.333333333,3.333333333,5,2,3,3,2.888888889
12228288211,0,21,Mixed/Other,Psychology,"STAT 1060, PSYO2501, PSYO3502, ",5,4,4,3,4,4,3,3,5,2,2,2,2,4,2,2,4,2,4,2,4,2,2,2,5,2,3,4,4,7,7,7,4,5,4,5,5,4,4,4,4,5,4,4,5,4,5,4,5,5,3,5,5,1,1,1,3,1,2,1,1,2,3,1,4,5,2,2,5,2,1,0,1,1,3.75,2,2,4.333333333,2.777777778,3.666666667,7,4.5,4.2,4.5,4.666666667,4,5,1,1.333333333,2,2.888888889
12226943644,0,18,Mixed/Other,Kinesiology,,3,3,4,4,4,4,4,4,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,3,4,5,4,3,3,4,4,2,2,2,2,2,4,3,2,4,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,1,3,3,3,4,3,3,4,3,2,0,0,1,3.75,1.666666667,1,1.5,1.388888889,2.333333333,4.333333333,3.5,2,3.25,2.666666667,2,2.5,2.333333333,2,2,3
12226529648,0,18,Asian,undecided,,5,5,5,4,5,5,3,4,4,2,3,3,4,5,3,5,3,2,2,2,4,1,2,3,1,1,4,3,3,3,7,6,4,4,1,2,2,4,5,2,1,3,2,3,3,4,2,1,3,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,3,4,1,1,3,1,1,0,0,1,4.5,3,2.166666667,3.166666667,2.777777778,3.333333333,5.333333333,2.75,2.8,2.75,3.333333333,1.666666667,1.5,1,1,1,1.888888889
12226326309,0,18,Middle Eastern,undecided,,5,4,4,5,5,4,4,5,4,3,4,4,4,2,4,3,4,3,1,4,2,2,4,3,5,3,1,1,3,2,5,5,2,4,3,3,1,1,2,1,1,4,2,4,2,4,1,3,4,4,3,2,2,1,1,2,1,1,1,2,1,1,3,1,3,2,1,2,4,2,1,0,0,0,4.5,3.833333333,3,3,3.277777778,1.666666667,4,3,1.2,3,4,2.666666667,1.5,1,1.333333333,1.5,2.111111111
12226102246,0,20,White,Psychology,STAT1060 & PSYO2501,4,4,4,4,4,5,5,4,3,1,4,2,1,1,1,2,2,1,3,2,3,1,1,1,3,1,3,2,2,5,6,4,4,5,4,4,4,2,2,2,2,2,2,1,2,3,2,3,3,4,1,2,4,1,1,1,1,1,2,1,1,1,3,2,3,4,4,2,4,3,1,1,1,1,4.25,2,1,2.5,1.833333333,2.333333333,5,4.25,2.4,1.75,3.333333333,2.666666667,2,1,1.333333333,1,2.888888889
12226078525,0,18,White,Neuroscience,PSYO 2501,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,5,5,2,3,4,5,2,5,4,3,4,4,4,7,7,7,5,5,5,5,5,5,4,5,5,5,5,4,5,3,2,2,4,4,2,2,3,1,1,1,1,1,1,1,1,2,4,2,4,3,1,1,5,1,1,1,0,1,4.25,3.666666667,4.333333333,3.833333333,3.944444444,4,7,5,4.8,4.75,3.666666667,2.333333333,2,1,1,1,2.555555556
12226078467,0,22,White,Neuroscience,"STAT 1060, PSYO 2501",4,4,5,5,5,5,4,4,4,3,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,3,3,4,3,5,4,4,1,1,1,1,3,2,1,4,2,3,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,5,1,1,1,1,1,4.5,1.5,2.166666667,1.666666667,1.777777778,2,3.333333333,4,1.4,2.25,4,1.333333333,1.5,1,1,1,2.222222222
12225936522,0,20,White,Therapeutic Recreation,,4,2,3,1,4,4,2,5,2,1,1,1,1,2,2,1,2,1,1,1,3,1,1,1,1,1,3,2,4,2,4,4,2,4,3,3,1,1,2,1,1,5,5,5,5,4,2,3,5,5,3,2,3,3,3,5,5,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,3.125,1.166666667,1,1.833333333,1.333333333,3,3.333333333,3,1.2,5,4.666666667,3,2,3,3,5,NA
12225745432,0,19,White,Undecided,"Stats 1060, PSYO 2501",5,4,5,5,5,5,5,5,3,2,1,2,2,2,4,1,2,2,1,2,3,4,3,4,1,1,3,4,4,7,5,7,5,5,5,5,4,4,3,4,3,5,5,5,5,5,2,4,5,5,5,2,4,1,1,1,1,1,1,1,1,3,5,3,5,5,4,4,5,4,2,1,1,1,4.875,2.166666667,2.5,2,2.222222222,3.666666667,6.333333333,5,3.6,5,5,4.333333333,2,1,1,1,4.222222222
12224190197,0,20,White,Neuroscience,"STAT 1060, PSYO 2501",4,4,5,4,4,4,3,4,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,3,1,2,3,3,4,5,3,2,4,4,3,1,2,1,1,2,3,2,2,2,3,2,1,3,4,3,2,3,2,1,1,1,2,3,3,2,1,2,2,3,2,1,1,3,1,1,1,1,0,4,1.666666667,1.166666667,1.333333333,1.388888889,2.666666667,4,3.25,1.4,2.25,3.333333333,2.333333333,2,2,2.333333333,1,1.777777778
12223796003,0,19,White,Psychology,STAT 1060; PSYO 2501,4,2,4,3,4,4,3,3,1,1,3,3,4,2,3,5,1,4,1,4,2,2,1,4,1,3,3,4,1,5,6,4,4,5,4,5,5,4,4,4,2,2,5,2,2,4,2,1,3,4,3,1,3,2,2,1,1,2,2,2,2,2,2,1,3,5,2,1,2,1,1,1,1,1,3.375,3.166666667,3,1.333333333,2.5,2.666666667,5,4.5,3.8,2.75,3.666666667,2.333333333,1.5,2,2,1,2.111111111
12222775197,0,19,White,Psychology,STAT 1060; STAT 2501,5,5,5,5,5,5,5,4,4,3,3,4,3,5,2,3,4,2,4,2,4,2,2,2,4,2,3,4,4,6,6,6,5,5,5,5,5,4,4,5,3,4,3,3,3,3,1,2,3,2,3,1,4,1,1,1,1,1,1,1,1,2,2,2,4,3,2,2,4,2,1,1,1,1,4.875,2.666666667,2.333333333,4.166666667,3.055555556,3.666666667,6,5,4.2,3.25,2.666666667,3,1,1,1,1,2.555555556
12222562583,0,17,Asian,Psychology ,,5,3,4,4,4,3,2,2,4,3,3,2,2,4,2,1,4,3,5,1,4,1,1,2,3,2,3,2,2,5,6,5,3,2,4,2,2,1,2,1,4,4,4,3,2,3,2,2,4,4,3,2,3,2,2,3,2,2,4,4,2,1,2,1,2,2,1,1,3,1,0,1,0,1,3.375,1.666666667,2.166666667,4,2.611111111,2.333333333,5.333333333,2.75,2,3.25,3.666666667,2.666666667,2,2,3.333333333,2.5,1.555555556
12222477554,0,27,Black,Undecided,,3,3,4,4,3,4,3,3,4,4,4,4,4,2,4,4,3,2,1,2,3,2,2,3,2,1,2,2,3,1,4,4,3,4,3,3,2,2,1,1,1,3,2,3,2,4,3,4,4,4,3,2,4,3,2,5,3,2,4,3,3,2,4,3,4,5,3,2,5,4,0,0,0,1,3.375,3.333333333,2.666666667,2.5,2.833333333,2.333333333,3,3.25,1.4,2.5,4,3.666666667,2.5,2.666666667,3,4,3.555555556
12222290511,0,19,White,Neuroscience ,Stat 1060 and Psyo 2501,5,4,5,4,4,4,4,4,3,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,3,1,1,1,3,1,3,2,5,5,5,4,4,2,3,4,3,4,1,1,1,3,1,2,4,3,2,1,2,2,2,1,1,4,3,1,3,1,3,1,3,3,1,1,3,1,1,1,1,0,4.25,1,1.333333333,2.166666667,1.5,1.666666667,2,4.75,3.2,1.75,3.333333333,2,1,3,2,1,1.888888889
12221907529,0,19,White,Neuroscience,STAT 1060,4,3,5,2,4,5,5,3,2,1,3,1,3,4,1,1,1,1,2,1,3,1,1,1,4,1,3,1,3,7,4,7,5,4,4,3,4,3,4,2,2,5,4,3,5,2,5,1,4,4,1,5,2,1,1,1,1,1,3,2,1,1,2,1,3,4,1,1,4,1,1,1,1,1,3.875,1.333333333,1.333333333,2.666666667,1.777777778,2.333333333,6,4,3,4.25,3.333333333,1.333333333,5,1,2,1,2
12220902005,0,19,Middle Eastern,Psychology,PSYO 2501,4,4,4,4,5,4,3,5,4,1,2,1,1,3,2,1,3,2,3,1,4,1,1,1,3,1,2,1,1,1,2,5,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,4.125,1.333333333,1.166666667,3.333333333,1.944444444,1.333333333,2.666666667,3.25,1.4,1,1.666666667,1,1,1,1,1,1.111111111
12220750799,0,19,White,psychology,STAT 2501,5,5,5,5,5,5,4,5,4,1,4,2,3,5,5,1,5,2,5,5,5,1,1,1,5,1,3,3,3,7,7,7,4,3,4,4,2,1,3,2,4,3,4,1,1,5,5,1,5,4,5,5,5,4,4,2,2,4,2,2,4,1,4,1,5,5,1,1,5,1,1,1,1,1,4.875,3,1.5,4.833333333,3.111111111,3,7,3.75,2.4,2.25,4.666666667,3.666666667,5,4,2.666666667,2,2.666666667
12220674491,0,29,White,Psychology,,3,3,4,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,6,6,6,4,4,4,4,4,4,3,3,3,4,4,4,3,5,4,5,5,5,5,5,5,2,2,2,2,3,3,2,2,3,4,4,4,4,4,4,5,4,0,0,0,1,3.25,3.833333333,4,3.5,3.777777778,4,6,4,3.4,3.75,5,5,4.5,2.333333333,2.333333333,2,4
12220552659,0,18,White,Bachelor of Medical Sciences,,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,6,6,6,5,5,4,3,2,1,2,1,2,4,3,3,4,3,2,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,4,1,1,0,0,1,4,1,1,1.333333333,1.111111111,3.666666667,6,4.25,1.6,3.5,3,1.666666667,2,1,1,1,1.666666667
12220273819,0,21,Asian,undecided,,5,5,4,5,5,5,5,5,4,3,3,2,4,2,2,1,5,1,2,2,4,4,1,4,4,4,3,2,4,4,6,5,4,5,3,5,1,2,2,1,2,5,4,4,4,4,1,2,4,4,3,1,4,1,2,1,1,1,2,5,1,2,3,1,4,5,2,1,5,1,1,0,0,1,4.875,1.833333333,3.333333333,3.5,2.888888889,3,5,4.25,1.6,4.25,4,3,1,1,3,1,2.666666667
12220265302,0,19,White,Psychology ,,4,2,4,3,4,4,2,3,5,5,3,1,3,4,3,2,4,2,3,1,4,2,1,2,2,1,2,3,3,5,4,4,4,4,5,5,3,2,2,2,2,5,1,2,5,3,2,3,4,2,5,1,3,2,2,2,3,2,3,3,2,2,2,1,3,3,1,2,4,2,1,0,0,1,3.25,1.833333333,2.5,3.666666667,2.666666667,2.666666667,4.333333333,4.5,2.2,3.25,3,3.666666667,1.5,2,2.666666667,2.5,2.222222222
12220194329,0,19,White,Kinesiology ,STAT 1060,4,4,3,4,3,4,4,4,3,4,4,2,3,3,3,2,4,4,4,2,3,2,1,4,4,2,2,2,2,6,6,6,4,5,5,5,4,3,3,2,3,3,3,2,4,5,5,3,5,4,4,4,4,2,3,5,3,2,4,3,2,3,4,3,5,4,2,3,5,4,2,1,0,1,3.75,2.333333333,3.166666667,3.5,3,2,6,4.75,3,3,4.666666667,3.666666667,4.5,2,3.333333333,4,3.666666667
12218989169,0,23,White,Psychology ,STAT 1060; STAT 2080,5,3,5,5,5,5,3,4,4,1,3,1,2,1,1,3,3,1,4,1,1,1,1,1,1,1,NA,NA,1,2,5,6,3,2,2,2,3,2,1,1,1,2,3,2,2,2,4,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,0,1,1,4.375,1.666666667,1.166666667,2.333333333,1.722222222,1,4.333333333,2.25,1.6,2.25,2.333333333,1,3.5,1,1,1,1.666666667
12218844955,0,19,White,Neuroscience,"STAT1060, PSYO2501",3,3,4,4,4,4,4,4,2,5,2,1,5,3,1,1,4,4,2,2,4,4,1,4,5,4,4,4,3,7,6,6,4,5,4,4,5,3,4,3,5,5,5,4,4,4,3,2,5,5,2,2,3,2,2,1,2,1,2,2,1,1,4,1,4,3,1,1,3,1,1,1,1,1,3.75,1.333333333,4.333333333,3.333333333,3,3.666666667,6.333333333,4.25,4,4.5,4.666666667,2.333333333,2.5,1.333333333,2,1.5,2.111111111
12218325235,0,20,Asian,Psychology,STAT 1060; STAT 2501,2,4,4,2,4,4,2,4,4,2,2,2,4,4,2,2,2,4,4,4,4,2,2,NA,2,3,2,1,NA,5,7,7,2,2,4,4,5,5,2,5,5,5,4,5,4,1,1,4,1,1,1,1,4,2,2,1,1,2,2,2,3,1,2,1,1,4,1,1,1,1,0,1,1,1,3.25,2.333333333,3,3.333333333,2.882352941,1.5,6.333333333,3,4.4,4.5,1,3,1,2.333333333,2,1,1.444444444
12218167295,0,18,Asian,Medical Sciences,,4,3,4,4,4,4,3,4,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,3,1,2,2,2,5,4,5,4,3,4,3,2,2,2,2,3,3,2,3,4,4,2,2,4,5,3,3,4,2,2,2,2,2,2,2,2,1,2,1,3,4,1,1,4,1,1,0,0,1,3.75,1.5,1,2,1.5,2,4.666666667,3.5,2.2,3,4.333333333,3,2.5,2,2,2,2
12217461812,0,19,White,psychology,PSYO2501,3,2,4,3,4,2,2,2,1,1,1,1,3,3,4,2,1,1,1,1,3,1,1,4,3,3,1,NA,2,3,6,4,2,2,3,3,4,3,2,1,1,5,2,1,5,4,2,4,5,3,5,1,5,2,1,3,5,1,1,1,1,3,5,1,5,5,3,4,4,3,0,1,0,1,2.75,1.666666667,2.166666667,2,1.944444444,1.5,4.333333333,2.5,2.2,3.25,4,4.666666667,1.5,1.333333333,1,4,3.666666667
12216830375,0,20,Middle Eastern,Kinesiology,STAT 1060,3,3,4,4,3,4,3,4,4,4,5,5,5,5,5,3,1,1,1,1,2,1,2,2,1,1,2,2,2,7,7,7,3,2,3,4,5,5,4,4,4,4,4,3,3,4,4,2,5,5,2,2,2,4,3,4,4,4,3,3,4,2,5,4,5,5,2,3,5,2,2,0,1,1,3.5,3.5,2.333333333,2.333333333,2.722222222,2,7,3,4.4,3.5,4.666666667,2,3,4,3,4,3.666666667
12214362710,0,21,Hispanic/Latinx,Psychology,STAT 1060; PSYO 2501,5,4,NA,NA,5,5,NA,NA,2,2,2,1,2,1,2,1,1,1,3,2,2,1,1,2,2,1,1,2,1,3,2,2,2,5,2,5,2,1,1,1,2,1,1,2,2,4,3,4,5,NA,5,2,4,2,4,4,5,4,NA,4,4,2,1,4,5,NA,2,2,NA,5,1,1,0,1,4.75,1.5,1.5,1.833333333,1.611111111,1.333333333,2.333333333,3.5,1.4,1.5,4.5,4.333333333,2.5,3.333333333,4,4.5,3
12214135904,0,19,Asian,Neuroscience,STAT 1060; PSYO 2501,4,2,4,4,2,4,2,4,2,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,3,1,4,4,4,7,5,5,5,5,5,5,5,4,2,4,2,5,5,1,2,5,5,2,5,5,1,4,2,2,1,1,1,2,1,1,1,1,5,1,5,4,2,3,4,2,1,1,1,1,3.25,1,1,2.166666667,1.388888889,4,5.666666667,5,3.4,3.25,5,1.666666667,4.5,1.666666667,1,1,3
12212821052,0,18,Asian,Neuroscience,STAT 1060; PSYO2501,4,4,5,5,4,3,3,3,2,1,3,2,4,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,5,3,2,2,3,2,3,3,4,3,2,3,2,4,2,4,2,1,1,3,3,4,1,3,2,3,1,1,2,3,1,2,1,2,1,3,3,1,1,4,2,1,1,1,1,3.875,1.5,1.666666667,1.666666667,1.611111111,1.333333333,3.333333333,2.5,3,3,2.666666667,2.666666667,1,2,2.333333333,1,2
12211573894,0,31,Middle Eastern,psychology,psyo2501,2,2,2,2,3,2,1,3,3,4,2,2,4,3,2,2,3,3,2,2,2,3,2,5,4,4,3,4,4,5,5,5,4,3,4,4,5,4,3,4,3,5,5,5,5,4,4,4,5,5,5,5,4,2,1,3,4,1,2,2,1,2,4,4,5,5,4,3,5,4,0,1,0,1,2.125,2,3.833333333,2.833333333,2.888888889,3.666666667,5,3.75,3.8,5,4.666666667,4.333333333,4.5,1.333333333,1.666666667,3.5,4
12211506573,0,19,White,nursing,STAT1060,4,4,4,4,4,4,4,4,3,1,2,1,1,1,1,3,2,3,1,1,3,4,1,4,5,1,1,1,2,7,6,6,2,4,4,4,2,2,1,2,4,4,4,2,4,5,5,2,4,5,4,5,5,2,1,1,1,1,4,3,1,1,4,4,5,2,1,1,5,2,1,0,1,1,4,1.5,2.333333333,2.5,2.111111111,1.333333333,6.333333333,3.5,2.2,3.5,4.666666667,3.666666667,5,1.333333333,2.666666667,1,2.777777778
12209868465,0,22,White,Neuroscience,"STAT 1060, PSYO 2501",2,2,4,4,4,4,3,3,1,3,3,1,3,1,1,2,1,1,1,1,1,2,1,2,5,2,3,4,2,5,4,6,2,5,4,4,5,4,5,2,2,4,4,4,5,4,2,4,5,5,3,3,2,1,2,3,4,2,4,4,2,3,5,3,5,5,4,4,5,4,1,1,1,1,3.25,1.5,2.166666667,1.666666667,1.777777778,3,5,3.75,3.6,4.25,4.666666667,3,2.5,1.666666667,3.333333333,3.5,4.222222222
12209847746,0,20,White,psychology,"STAT 1060, STAT 2501",3,4,4,2,4,2,3,2,3,4,3,2,4,4,5,5,4,2,5,3,5,4,3,5,5,3,3,3,4,7,7,7,5,4,3,4,5,5,3,4,4,5,3,4,5,5,5,5,5,3,5,5,5,2,1,4,4,1,4,3,1,2,4,2,5,5,2,3,5,4,1,1,1,1,3,3.5,3.666666667,4.333333333,3.833333333,3.333333333,7,4,4.2,4.25,4.333333333,5,5,1.333333333,2.666666667,4,3.555555556
12209759266,0,19,White,Psychology ,PSYO 2501,4,4,4,3,4,4,4,3,3,4,3,3,4,NA,2,1,5,4,5,3,5,4,1,3,3,2,1,NA,2,7,7,7,2,3,2,3,3,1,3,3,4,4,4,4,3,4,3,3,5,3,4,3,4,2,2,2,2,2,4,3,2,4,3,2,4,5,2,2,5,4,0,1,0,0,3.75,2.166666667,3.5,4.2,3.235294118,1.5,7,2.5,2.8,3.75,4,3.666666667,3,2,3,2,3.444444444
12207900355,0,22,Mixed/Other,Neuroscience,"STAT 1060, PSYO 2501 ",4,4,4,4,4,4,3,4,4,5,2,1,3,5,2,1,4,4,3,2,3,2,1,3,4,2,3,3,3,7,6,6,4,5,5,5,5,5,4,4,3,4,4,3,4,4,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,2,4,4,3,4,3,3,5,3,1,0,1,1,3.875,1.5,3.166666667,3.833333333,2.833333333,3,6.333333333,4.75,4.2,3.75,4.666666667,4.666666667,5,1,1,1,3.444444444
12207722572,0,19,White,Neuroscience,"STAT 1060, PSYO 2501",4,5,5,5,4,4,3,4,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,NA,NA,1,2,3,2,4,4,2,1,1,1,1,2,3,1,2,2,1,3,1,3,2,1,2,1,2,1,1,1,3,2,3,3,1,2,1,2,2,1,1,2,1,1,1,1,0,4.25,1.166666667,1,1.5,1.222222222,2,2,3,1.2,2,2,1,2.5,2.666666667,2,1,1.444444444
12203161972,0,21,White,Psychology,"STAT 1060, PSYO 2501, PSYO 3502",5,4,4,4,5,3,3,4,4,2,2,1,2,3,1,1,2,3,1,1,4,2,1,3,1,1,NA,NA,NA,3,2,2,1,4,2,2,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,2,4,1,2,2,5,4,2,1,1,1,1,1,1,1,2,1,1,0,1,1,4,1.166666667,2.166666667,2.5,1.944444444,NA,2.333333333,2.25,2,1.25,1,2,1,2,4.333333333,1.5,1.111111111
